Fecha,Hora,Likes,Lang,Tweet_limpio,Procesado
2023-06-03 12:33,09:56:20,344,E,and trayecto_ocurrir considerar importante comunicar retraso_causado avería_vía problema_agravar alternativa_evidente momento consecuencia_perder conexión_transporte esperar_sinceramente evitar_volver suceder saludo cordial angelino pintor sal desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and trayecto ocurrir considerar importante comunicar retraso causado avería vía problema agravar alternativa evidente momento consecuencia perder conexión transporte esperar sinceramente evitar volver suceder saludo cordial angelino pintor sal desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2023-11-21 13:17,00:36:25,4,E,and problema viaje_considero necesario_notificar él retraso_causado problema_técnico tren complicado_depender puntualidad_llegar tiempo terminé_buscar solución_difícil gustar_reforzar atención_situación imprevista saludo cordial donato_moreno_bauzà_mascarar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and problema viaje considero necesario notificar él retraso causado problema técnico tren complicado depender puntualidad llegar tiempo terminé buscar solución difícil gustar reforzar atención situación imprevista saludo cordial donato_moreno_bauzà_mascarar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2024-02-28 15:05,11:51:36,123,E,and querer_detallar problema_recientemente tren zona_resbaladizo andén situación_especialmente problemático_afectar organización causa_llegar previsto gustar_reforzar atención_situación imprevista saludo cordial lucila salgado cuéllar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer detallar problema recientemente tren zona resbaladizo andén situación especialmente problemático afectar organización causa llegar previsto gustar reforzar atención situación imprevista saludo cordial lucila salgado cuéllar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2023-11-03 21:32,20:35:12,268,E,and contacto_vivir situación complicado guía_táctil dañado problema_agravar alternativa_evidente momento causa_llegar previsto_confiar revisen_proceso pasajero acompañado saludo cordial urbano roig desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and contacto vivir situación complicado guía táctil dañado problema agravar alternativa evidente momento causa llegar previsto confiar revisen proceso pasajero acompañado saludo cordial urbano roig desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2025-06-18 08:13,00:53:00,430,E,and problema viaje_considero necesario_notificar él problema billete_perro complicado_depender puntualidad_llegar tiempo consecuencia_perder conexión_transporte esperar_sinceramente evitar_volver suceder saludo cordial jacinta maría jesús cerro cabanillas desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and problema viaje considero necesario notificar él problema billete perro complicado depender puntualidad llegar tiempo consecuencia perder conexión transporte esperar sinceramente evitar volver suceder saludo cordial jacinta maría jesús cerro cabanillas desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2024-05-15 15:02,03:18:02,308,E,and querer_explicar ocurrir_viaje problema comprar_billete onlinar situación_especialmente problemático_afectar organización reorganizar_cita generar_cambio hora ayuda_implementarar mejora_prevenir problema saludo cordial adelia vallejo rebollo desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer explicar ocurrir viaje problema comprar billete onlinar situación especialmente problemático afectar organización reorganizar cita generar cambio hora ayuda implementarar mejora prevenir problema saludo cordial adelia vallejo rebollo desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2025-04-25 20:51,09:05:11,245,E,and problema viaje_considero necesario_notificar él botón_emergencia funcionar complicado_depender puntualidad_llegar tiempo consecuencia_perder conexión_transporte ayuda_implementarar mejora_prevenir problema saludo cordial hernando amor desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and problema viaje considero necesario notificar él botón emergencia funcionar complicado depender puntualidad llegar tiempo consecuencia perder conexión transporte ayuda implementarar mejora prevenir problema saludo cordial hernando amor desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2024-10-21 20:40,20:34:31,69,E,and experimentar_inconveniente viaje desear compartir asiento_reservado ocupado_persona generar_estrés compromiso importante causa_llegar previsto ayuda_implementarar mejora_prevenir problema saludo cordial edelmira vego palomar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and experimentar inconveniente viaje desear compartir asiento reservado ocupado persona generar estrés compromiso importante causa llegar previsto ayuda implementarar mejora prevenir problema saludo cordial edelmira vego palomar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2023-02-07 07:56,00:31:58,226,E,and gustar_relatarl situación afectar sugerencia añadir espacio_bicicleta problema_agravar alternativa_evidente momento causa_llegar previsto ayuda_implementarar mejora_prevenir problema saludo cordial luz coromina andr desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and gustar relatarl situación afectar sugerencia añadir espacio bicicleta problema agravar alternativa evidente momento causa llegar previsto ayuda implementarar mejora prevenir problema saludo cordial luz coromina andr desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2023-09-26 09:28,15:42:03,438,E,and gustar_relatarl situación afectar propuesta_mejorar plataforma_venta billete situación_especialmente problemático_afectar organización consecuencia_perder conexión_transporte gustar_reforzar atención_situación imprevista saludo cordial bartolomé vizcaíno vera desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and gustar relatarl situación afectar propuesta mejorar plataforma venta billete situación especialmente problemático afectar organización consecuencia perder conexión transporte gustar reforzar atención situación imprevista saludo cordial bartolomé vizcaíno vera desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2023-10-05 10:51,18:55:17,314,E,and contacto_vivir situación complicado retraso_minuto pese_informar puntualidad complicado_depender puntualidad_llegar tiempo causa_llegar previsto ayuda_implementarar mejora_prevenir problema saludo cordial josep baena segarra desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and contacto vivir situación complicado retraso minuto pese informar puntualidad complicado depender puntualidad llegar tiempo causa llegar previsto ayuda implementarar mejora prevenir problema saludo cordial josep baena segarra desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2024-05-12 15:46,04:24:16,146,E,and problema viaje_considero necesario_notificar él falta ayuda persona_movilidad reducido generar_estrés compromiso importante terminé_buscar solución_difícil gustar_futuro claridad_rapidez comunicación saludo cordial bernabé pío segovia riva desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and problema viaje considero necesario notificar él falta ayuda persona movilidad reducido generar estrés compromiso importante terminé buscar solución difícil gustar futuro claridad rapidez comunicación saludo cordial bernabé pío segovia riva desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2023-04-25 12:31,20:32:45,344,E,and contacto_vivir situación complicado papelera_vaciar inconveniente_serio recibir_información momento provocar_gasto adicional_deber confío_revisen proceso pasajero acompañado saludo cordial charo alberolir ribes desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and contacto vivir situación complicado papelera vaciar inconveniente serio recibir información momento provocar gasto adicional deber confío revisen proceso pasajero acompañado saludo cordial charo alberolir ribes desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2024-09-14 14:41,02:41:13,199,E,and querer_detallar problema_recientemente tren falta_anuncio estación situación_especialmente problemático_afectar organización provocar_gasto adicional_deber gustar_futuro claridad_rapidez comunicación saludo cordial yolandar macía guerrero desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer detallar problema recientemente tren falta anuncio estación situación especialmente problemático afectar organización provocar gasto adicional deber gustar futuro claridad rapidez comunicación saludo cordial yolandar macía guerrero desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2025-01-19 21:04,18:53:38,384,E,and contacto_vivir situación complicado altura_tren difícil_subir ayuda situación_especialmente problemático_afectar organización causa_llegar previsto_confiar revisen_proceso pasajero acompañado saludo cordial baudelio gomez calderon desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and contacto vivir situación complicado altura tren difícil subir ayuda situación especialmente problemático afectar organización causa llegar previsto confiar revisen proceso pasajero acompañado saludo cordial baudelio gomez calderon desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2023-01-21 20:27,22:05:50,404,E,and dirijo_describir incidente_ocurrido tren perder_cochecito infantil problema_agravar alternativa_evidente momento terminé_buscar solución_difícil esperar_sinceramente evitar_volver suceder saludo cordial melchor medina cruz desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and dirijo describir incidente ocurrido tren perder cochecito infantil problema agravar alternativa evidente momento terminé buscar solución difícil esperar sinceramente evitar volver suceder saludo cordial melchor medina cruz desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2023-03-19 08:16,23:49:42,160,E,and experimentar_inconveniente viaje desear compartir_duda viaje_escolar situación_especialmente problemático_afectar organización provocar_gasto adicional_deber esperar_sinceramente evitar_volver suceder saludo cordial loreto casandra vallés borrell desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and experimentar inconveniente viaje desear compartir duda viaje escolar situación especialmente problemático afectar organización provocar gasto adicional deber esperar sinceramente evitar volver suceder saludo cordial loreto casandra vallés borrell desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2023-11-08 09:16,01:13:26,220,E,and trayecto_ocurrir considerar importante comunicar señalización_confuso situación_especialmente problemático_afectar organización reorganizar_cita generar_cambio hora_confiar revisen_proceso pasajero acompañado saludo cordial angélico gallego benavente desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and trayecto ocurrir considerar importante comunicar señalización confuso situación especialmente problemático afectar organización reorganizar cita generar cambio hora confiar revisen proceso pasajero acompañado saludo cordial angélico gallego benavente desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2025-02-19 12:24,15:42:31,317,E,and querer_detallar problema_recientemente tren zona_reservado silla_rueda ocupado situación_especialmente problemático_afectar organización causa_llegar previsto gustar_reforzar atención_situación imprevista saludo cordial eric_uribe_flores_además_deseo añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer detallar problema recientemente tren zona reservado silla rueda ocupado situación especialmente problemático afectar organización causa llegar previsto gustar reforzar atención situación imprevista saludo cordial eric_uribe_flores_además_deseo añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2023-07-27 12:27,06:29:17,13,E,and experimentar_inconveniente viaje desear compartir información_contradictorio retraso generar_estrés compromiso importante provocar_gasto adicional_deber gustar_futuro claridad_rapidez comunicación saludo cordial espiridión lumbrera barcelar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and experimentar inconveniente viaje desear compartir información contradictorio retraso generar estrés compromiso importante provocar gasto adicional deber gustar futuro claridad rapidez comunicación saludo cordial espiridión lumbrera barcelar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2024-10-11 08:58,21:53:54,324,E,and dirijo_describir incidente_ocurrido tren solicitud_compensación rechazado generar_estrés compromiso importante consecuencia_perder conexión_transporte gustar_futuro claridad_rapidez comunicación saludo cordial gastón galindo rodriguez desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and dirijo describir incidente ocurrido tren solicitud compensación rechazado generar estrés compromiso importante consecuencia perder conexión transporte gustar futuro claridad rapidez comunicación saludo cordial gastón galindo rodriguez desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2024-04-14 15:37,15:20:46,170,E,and querer_detallar problema_recientemente tren problema comprar_billete onlinar generar_estrés compromiso importante causa_llegar previsto ayuda_implementarar mejora_prevenir problema saludo cordial rogelio corbacho cuéllar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer detallar problema recientemente tren problema comprar billete onlinar generar estrés compromiso importante causa llegar previsto ayuda implementarar mejora prevenir problema saludo cordial rogelio corbacho cuéllar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2025-11-01 20:19,12:45:51,132,E,and querer_detallar problema_recientemente tren confusión_zona tarifaria problema_agravar alternativa_evidente momento terminé_buscar solución_difícil ayuda_implementarar mejora_prevenir problema saludo cordial rolando valentín palomino desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer detallar problema recientemente tren confusión zona tarifaria problema agravar alternativa evidente momento terminé buscar solución difícil ayuda implementarar mejora prevenir problema saludo cordial rolando valentín palomino desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2023-01-25 10:59,16:55:40,26,E,and contacto_vivir situación complicado solicitud_compensación rechazado inconveniente_serio recibir_información momento terminé_buscar solución_difícil gustar_futuro claridad_rapidez comunicación saludo cordial aroa belmonte desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and contacto vivir situación complicado solicitud compensación rechazado inconveniente serio recibir información momento terminé buscar solución difícil gustar futuro claridad rapidez comunicación saludo cordial aroa belmonte desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2023-05-16 17:43,16:32:24,210,E,and querer_explicar ocurrir_viaje duda_reembolso billete generar_estrés compromiso importante terminé_buscar solución_difícil confío_revisen proceso pasajero acompañado saludo cordial lalo castrillo llano desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer explicar ocurrir viaje duda reembolso billete generar estrés compromiso importante terminé buscar solución difícil confío revisen proceso pasajero acompañado saludo cordial lalo castrillo llano desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2025-12-14 13:45,04:14:45,72,E,and experimentar_inconveniente viaje desear compartir_duda compensación_retraso complicado_depender puntualidad_llegar tiempo terminé_buscar solución_difícil gustar_futuro claridad_rapidez comunicación saludo cordial reynaldo merino desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and experimentar inconveniente viaje desear compartir duda compensación retraso complicado depender puntualidad llegar tiempo terminé buscar solución difícil gustar futuro claridad rapidez comunicación saludo cordial reynaldo merino desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2025-03-15 08:59,18:04:12,186,E,and querer_detallar problema_recientemente tren retraso_causado problema_técnico tren situación_especialmente problemático_afectar organización terminé_buscar solución_difícil gustar_reforzar atención_situación imprevista saludo cordial bernabé tapia jordá_además_deseo añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer detallar problema recientemente tren retraso causado problema técnico tren situación especialmente problemático afectar organización terminé buscar solución difícil gustar reforzar atención situación imprevista saludo cordial bernabé tapia jordá_además_deseo añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2024-12-27 11:48,13:30:38,431,E,and querer_explicar ocurrir_viaje escalera_mecánico estación_averiado complicado_depender puntualidad_llegar tiempo causa_llegar previsto esperar_sinceramente evitar_volver suceder saludo cordial maría luisa echevarer blanco desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer explicar ocurrir viaje escalera mecánico estación averiado complicado depender puntualidad llegar tiempo causa llegar previsto esperar sinceramente evitar volver suceder saludo cordial maría luisa echevarer blanco desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2025-04-19 18:10,22:17:46,314,E,and escribir_informar suceder_trayecto información_contradictorio web_app problema_agravar alternativa_evidente momento reorganizar_cita generar_cambio hora gustar_futuro claridad_rapidez comunicación saludo cordial rosaura fajardo casals desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and escribir informar suceder trayecto información contradictorio web app problema agravar alternativa evidente momento reorganizar cita generar cambio hora gustar futuro claridad rapidez comunicación saludo cordial rosaura fajardo casals desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2025-08-07 11:30,00:27:03,499,E,and trayecto_ocurrir considerar importante comunicar norma_transporte bicicleta complicado_depender puntualidad_llegar tiempo causa_llegar previsto_confiar revisen_proceso pasajero acompañado saludo cordial eli arteaga_además_deseo añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and trayecto ocurrir considerar importante comunicar norma transporte bicicleta complicado depender puntualidad llegar tiempo causa llegar previsto confiar revisen proceso pasajero acompañado saludo cordial eli arteaga_además_deseo añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2024-10-06 21:52,11:34:30,341,E,and problema viaje_considero necesario_notificar él retraso_minuto pese_informar puntualidad generar_estrés compromiso importante consecuencia_perder conexión_transporte gustar_reforzar atención_situación imprevista saludo cordial soledad valero cuervo desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and problema viaje considero necesario notificar él retraso minuto pese informar puntualidad generar estrés compromiso importante consecuencia perder conexión transporte gustar reforzar atención situación imprevista saludo cordial soledad valero cuervo desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2025-08-09 07:49,17:39:10,36,E,and problema viaje_considero necesario_notificar él perder_cochecito infantil generar_estrés compromiso importante provocar_gasto adicional_deber esperar_sinceramente evitar_volver suceder saludo cordial claudia calzado amar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and problema viaje considero necesario notificar él perder cochecito infantil generar estrés compromiso importante provocar gasto adicional deber esperar sinceramente evitar volver suceder saludo cordial claudia calzado amar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
2023-07-24 09:53,08:01:07,83,E,and problema viaje_considero necesario_notificar él aire_acondicionar funcionar_vagón generar_estrés compromiso importante terminé_buscar solución_difícil confío_revisen proceso pasajero acompañado saludo cordial anastasio ligia españa rossellar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and problema viaje considero necesario notificar él aire acondicionar funcionar vagón generar estrés compromiso importante terminé buscar solución difícil confío revisen proceso pasajero acompañado saludo cordial anastasio ligia españa rossellar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero
